"","RefNo","Author","Year","Title","Source","CrossRef1","CrossRef2","CrossRef3","CrossRef4","CrossRef5"
"2767",9332,"Schneider, M.",1995,"Polynemidae. Barbudos.","p. 1386-1387. In W. Fischer, F. Krupp, W. Schneider, C. Sommer, K.E. Carpenter and V. Niem (eds.) Guia FAO para Identification de Especies para lo Fines de la Pesca. Pacifico Centro-Oriental. 3 Vols. FAO, Rome.",NA,NA,NA,NA,NA
"2768",4340,"Daget, J. and J.C. Njock",1986,"Polynemidae.","p. 352-354. In J. Daget, J.-P. Gosse and D.F.E. Thys van den Audenaerde (eds.) Check-list of the freshwater fishes of Africa (CLOFFA). ISNB, Brussels; MRAC, Tervuren; and ORSTOM, Paris. Vol. 2.",NA,NA,NA,NA,NA
"2769",33721,"Rojas J., P., H. Flores and J.I. Sep<fa>lveda",1985,"Alimentaci<f3>n del bacalao de Juan Fern<e1>ndez <i>Polyprion oxygeneios</i> (Bloch y Schneider, 1801) (Pisces: Percichthyidae).","p. 305-309. In P. Arana (ed.) Investigaciones marinas en el Archipielago de Juan Fernandez. Escuela de Ciencias del Mar, Universidad Cat<f3>lica de Valpara<ed>so, Valpara<ed>so.",NA,NA,NA,NA,NA
"2770",46852,"Roux, C.",1967,"Une collection de poissons d'eau douce recueillis dans la r<e9>gion de La Mabok<e9> (R<e9>publique Centrafricaine).","Cah. Mabok<e9> 5(3):105-119.",NA,NA,NA,NA,NA
"2771",6877,"Juanes, F., R.E. Marks, K.A. McKown and D.O. Conover",1993,"Predation by age-0 bluefish on age-0 anadromous fishes in the Hudson River estuary.","Trans. Am. Fish. Soc. 122(3)348-356.",NA,NA,NA,NA,NA
"2772",57974,"Claridge, P.N., M.W. Hardisty, I.C. Potter and C.V. Williams",1985,"Abundance, life history and ligulosis in the gobies (Teleostei) of the Inner Severn Estuary.","J. Mar. Biol. Ass. U.K. 65:951-968.",NA,NA,NA,NA,NA
"2773",6303,"Knijn, R.J., T.W. Boon, H.J.L. Heessen and J.R.G. Hislop",1993,"Atlas of North Sea fishes.","International Council for the Exploration of the Sea, Copenhagen, Denmark. 268 p.",NA,NA,NA,NA,NA
"2774",33783,"Luo, Y.",1998,"Leuciscinae.","p. 61-112. In Chen, Y.-Y. and et al. (Eds). Fauna Sinica. Osteichthyes. Cypriniformes II. Science Press. Beijing. 1-531.",33021,NA,NA,NA,NA
"2775",10697,"Springer, V.G., J.T. Williams and T.M. Orrell",1991,"Catalog of type specimens of recent fishes in the National Museum of Natural History, Smithsonian Institution, 2: Blenniidae.","Smithson. Contrib. Zool. 519:28.",NA,NA,NA,NA,NA
"2776",34221,"Rao, T.A.",1984,"On some aspects of biology of <i>Priacanthus macracanthus</i> (Cuvier).","Indian J. Fish. 31(3):380-382.",NA,NA,NA,NA,NA
"2777",3822,"Miller, G.C. and W.J. Richards",1978,"Triglidae.","In W. Fischer (ed.) FAO species identification sheets for fishery purposes. West Atlantic (Fishing Area 31). FAO, Rome. Vol. 5. pag.var.",NA,NA,NA,NA,NA
"2778",40388,"Sazima, I.",1977,"Possible case of aggressive mimicry in a neotropical scale-eating fish.","Nature 270(5637):510-512.",NA,NA,NA,NA,NA
"2779",34214,"Bayo, V. and E. Cordiviola de Juan",1996,"Food assimilation of a neotropical riverine detritivorous fish, <i>Prochilodus lineatus</i>, studied by fatty acid composition (Pisces, Curimatidae).","Hydrobiologia 330(2):81-88.",NA,NA,NA,NA,NA
"2780",30600,"Thompson, G.E. and R.W. Davies",1976,"Observations on the age, growth, reproduction, and feeding of mountain whitefish (<i>Prosopium williamsoni</i>) in the Sheep River, Alberta.","Trans. Am. Fish. Soc. 2:208-219.",NA,NA,NA,NA,NA
"2781",34574,"Johnels, A.G. and G.S.O. Svensson",1954,"On the biology of <i>Protopterus annectens</i> (Owen).","Ark. Zool. 7(7):131-164.",NA,NA,NA,NA,NA
"2782",12401,"Randall, J.E. and R. Lubbock",1981,"A revision of the serranid fishes of the subgenus <i>Mirolabrichthys</i> (Anthiinae: <i>Anthias</i>), with description of five new species.","Contrib. Sci. Nat. Hist. Mus. Los Angeles County, 333. 27 p.",NA,NA,NA,NA,NA
"2783",42215,"Balanov, A.A.",1994,"Diet of common mesopelagic fishes of the Bering Sea.","J. Ichthyol. 34(6):73-82.",NA,NA,NA,NA,NA
"2784",26068,"Platell, M.E., G.A. Sarre and I.C. Potter",1997,"The diets of two co-occurring marine teleosts, <i>Parequula melbournensis</i> and <i>Pseudocaranx wrighti</i>, and their relationships to body size and mouth morphology, and the season and location of capture.","Environ. Biol. Fish. 49:361-376.",NA,NA,NA,NA,NA
"2785",9936,"Allen, G.R. and R.C. Steene",1995,"Notes on the ecology and behaviour of the Indonesian cardinalfish (Apogonidae) <i>Pterapogon kauderni</i> Koumans.","Rev. Fr. Aquariol. 22(1-2):7-10.",NA,NA,NA,NA,NA
"2786",528,"Randall, J.E. and D.F. Hoese",1985,"Revision of the Indo-Pacific dartfishes, genus <i>Ptereleotris</i> (Perciformes: Gobioidei).","Indo-Pac. Fish. (7):36 p.",NA,NA,NA,NA,NA
"2787",33326,"Chen, X., J.-H. Pan, Z. Liu and D. Liang",1991,"Barbinae.","p. 136-167. In J.-H. Pan, L. Zhong, C.-Y. Zheng, H.-L. Wu and J.-H. Liu (eds.) The freshwater fishes of Guangdong Province. Guangdong Science and Technology Press, Guangzhou. 589 p.",89718,NA,NA,NA,NA
"2788",12975,"Taki, Y.",1978,"An analytical study of the fish fauna of the Mekong basin as a biological production system in nature.","Research Institute of Evolutionary Biology Special Publications no. 1,77 p. Tokyo, Japan.",NA,NA,NA,NA,NA
"2789",10791,"Lachner, E.A. and A. Post",1990,"Echeneidae.","p. 725-728. In J. C. Qu<e9>ro, J. C. Hureau, C. Karrer, A. Post and L. Saldanha (eds.) Check-list of the fishes of the eastern tropical Atlantic (CLOFETA). JNICT, Lisbon; SEI, Paris; and UNESCO, Paris. Vol. 2.",NA,NA,NA,NA,NA
"2790",4850,"Lake, J.S.",1971,"Freshwater fishes and rivers of Australia.","Thomas Nelson Ltd., Australia. 61 p.",NA,NA,NA,NA,NA
"2791",26055,"Blaber, S.J.M.",1984,"The diet, food selectivity and niche of <i>Rhabdosargus sarba</i> (Teleostei: Sparidae) in Natal estuaries.","S. Afr. J. Zool.19(3):241-246.",NA,NA,NA,NA,NA
"2792",42284,"Garman, G.C. and J.R. Moring",1993,"Diet and annual production of two boreal river fishes following clearcut logging.","Environ. Biol. Fish. 36(3):301-311.",NA,NA,NA,NA,NA
"2793",13111,"Chen, I.-S. and K.-T. Shao",1996,"A taxonomic review of the gobiid fish genus <i>Rhinogobius</i> Gill, 1859, from Taiwan, with descriptions of three new species.","Zool. Studies 35(3):200-214.",NA,NA,NA,NA,NA
"2794",41506,"Bjelland, O., O.A. Bergstad, J.E. Skj<e6>raasen and K. Meland",2000,"Trophic ecology of deep-water fishes associated with the continental slope of the eastern Norwegian Sea.","Sarsia 85:101-117.",NA,NA,NA,NA,NA
"2795",1497,"Barton, O.",1950,"A new <i>Siganus</i>, from the Great Barrier Reef, Australia.","Am. Mus. Novit. (1464):1-2.",NA,NA,NA,NA,NA
"2796",9140,"Chen, J.-P. and K.-T. Shao",1993,"A new record of flathead fish, <i>Rogadius patriciae</i> (Platycephalidae), from Taiwan.","Bull. Inst. Zool., Acad. Sin. 32(2):153-156.",NA,NA,NA,NA,NA
"2797",13696,"Kottelat, M.",1997,"European freshwater fishes.","Biologia 52, Suppl. 5:1-271.",59043,NA,NA,NA,NA
"2798",4938,"Reyes-Marchant, P., A. Cravinho and N. Lair",1992,"Food and feeding behavior of roach (<i>Rutilus rutilus</i>, Linn<e9> 1758)) juveniles in relation to morphological change.","J. Appl. Ichthyol. 8(1-4):77-89.",NA,NA,NA,NA,NA
"2799",6718,"Bertelsen, E. and J.G. Nielsen",1986,"Saccopharyngidae.","p. 530-533. In P.J.P. Whitehead, M.-L. Bauchot, J.-C. Hureau, J. Nielsen and E. Tortonese (eds.) Fishes of the north-eastern Atlantic and the Mediterranean. volume 2. UNESCO, Paris.",NA,NA,NA,NA,NA
"2800",43117,"Arkhipkin, A., P. Brickle, V. Laptikhovsky, L. Butcher, E. Jones, M. Potter and D. Poulding",2001,"Variation in the diet of the red cod with size and season around the Falkland Islands (south-west Atlantic).","J. Mar. Biol. Ass. U.K. 81(6):1035-1040.",NA,NA,NA,NA,NA
"2801",6159,"Bryazgunova, M.I.",1979,"Feeding relationships of the young of the pike perch, <i>Lucioperca lucioperca</i>, the bream, <i>Abramis brama</i>, and fishes of lesser importance in the lower reaches of the Don.","J. Ichthyol. 19(2):57-65.",NA,NA,NA,NA,NA
"2802",5732,"Stephenson, S.A. and W.T. Momot",1991,"Food habits and growth of walleye, <i>Stizostedion vitreum</i>, smallmouth bass, <i>Micropterus dolomieui</i>, and northern pike, <i>Esox lucius</i>, in the Kaministiquia River, Ontario.","Can. Field Nat. 105(4):517-521.",NA,NA,NA,NA,NA
"2803",40409,"De Vos, L., M. Gashagaza and M. Kimbembi",1989,"R<e9>sultats pr<e9>liminaires d'un inventaire systematique et d'une <e9>tude du r<e9>gime alimentaire des poissons des environs de l'ile Kungulu.","Ann. Fac. Sci., Kisangani. 1980:49-58.",NA,NA,NA,NA,NA
"2804",598,"G<e9>ry, J.",1977,"Characoids of the world.","Neptune City ; Reigate : T.F.H. [etc.]; 672 p. : ill. (chiefly col.) ; 23 cm.",NA,NA,NA,NA,NA
"2805",28098,"Harmelin-Vivien, M.L., R.A. Kaim-Malka, M. Ledoyer and S.S. Jacob-Abraham",1989,"Food partitioning among scorpaenid fishes in Mediterranean seagrass beds.","J. Fish Biol. 34:715-734.",NA,NA,NA,NA,NA
"2806",54301,"Allen, G.R.",2004,"Handy pocket guide to tropical coral reef fishes.","Periplus Editions (HK) Ltd. 64 p.",NA,NA,NA,NA,NA
"2807",5464,"Shinomiya, A. and O. Ezaki",1991,"Mating habits of the rockfish <i>Sebastes inermis</i>.","Environ. Biol. Fish. 30:15-22.",NA,NA,NA,NA,NA
"2808",28086,"Labropoulou, M. and A. Eleftheriou",1997,"The foraging ecology of two pairs of congeneric demersal fish species: importance of morphological characteristics in prey selection.","J. Fish Biol. 50:324-340.",NA,NA,NA,NA,NA
"2809",9080,"Sazima, I. and F.A. Machado",1990,"Underwater observations of piranhas in western Brazil.","Environ. Biol. Fish. 28:17-31.",9077,NA,NA,NA,NA
"2810",5237,"Saldanha, L. and E. Karmovskaya",1990,"Serrivomeridae.","p. 169-171. In J.C. Quero, J.C. Hureau, C. Karrer, A. Post and L. Saldanha (eds.) Check-list of the fishes of the eastern tropical Atlantic (CLOFETA). JNICT, Lisbon; SEI, Paris; and UNESCO, Paris. Vol. 1.",NA,NA,NA,NA,NA
"2811",9813,"Woodland, D.",1997,"Siganidae. Rabbitfishes (spinefoots)","p. 3627-3650. In K.E. Carpenter and V. Niem (eds.) FAO Identification Guide for Fishery Purposes. The Western Central Pacific. 837 p.",NA,NA,NA,NA,NA
"2812",13774,"Hyndes, G.A., M.E. Platell and I.C. Potter",1997,"Relationships between diet and body size, mouth morphology, habitat and movements of six sillaginid species in coastal waters: implications for resource partitioning.","Mar. Biol. 128:585-598.",NA,NA,NA,NA,NA
"2813",6223,"Burchmore, J.J., D.A. Pollard, M.J. Middleton, J.D. Bell and B.C. Pease",1988,"Biology of four species of whiting (Pisces: Sillaginidae) in Botany Bay, New South Wales.","Aust. J. Mar. Freshwat. Res. 39(6):709-727.",NA,NA,NA,NA,NA
"2814",27575,"Winstanley, R.H.",1983,"Fishery situation report: school whiting.","Victorian Department of Conservation, Forests and Lands, Fisheries and Wildlife Division. Commercial Fisheries Report 9. 22 p.",6390,NA,NA,NA,NA
"2815",40516,"Liu, J.",1990,"Siluridae.","p. 287-290. In J.-H. Pan, L. Zhong, C.-Y. Zheng, H.-L. Wu and J.-H. Liu (eds). 1991. The freshwater fishes of Guangdong Province. Guangdong Science and Technology Press, Guangzhou. 589 p.",NA,NA,NA,NA,NA
"2816",26054,"Yang, J.-X. and Y.-R. Chen",1992,"Revision of the subgenus <i>Botia (Sinibotia)</i> with description of a new species (Cypriniformes: Cobitidae).","Ichthyol. Explor. Freshwat. 2(4):341-349.",NA,NA,NA,NA,NA
"2817",27790,"Xie, C., B. Zhu, X. Yuan, M. Wang and J. Hui",1997,"The biology of Mandarin fish <i>Siniperca chuatsi</i> with reference to the problem of maximum sustainable yield in Bao'An Lake.","Acta Hydrobiol. Sin. 21(9):195-207.",NA,NA,NA,NA,NA
"2818",38493,"Cabral, H.N.",2000,"Comparative feeding ecology of sympatric <i>Solea solea</i> and <i>S. senegalensis</i>, within the nursery areas of the Tagus estuary, Portugal.","J. Fish Biol. 57(6):1550-1562.",NA,NA,NA,NA,NA
"2819",9829,"Orr, J.W. and R.A. Fritzsche",1993,"Revision of the ghost pipefishes, family Solenostomidae (Teleostei: Syngnathoidei).","Copeia 1993(1):168-182.",NA,NA,NA,NA,NA
"2820",12583,"Leite, R.G.",1987,"Alimenta<e7>ao e habitos alimentares dos epixes do rio Uatuma na <e1>rea de abrang<ea>ncia da usina hidrel<e9>trica Balbina, Amazonas, Brasil.","M. Sc. Thesis, PPG INPA/FUA, Manaus, 81 pp.",12371,NA,NA,NA,NA
"2821",9731,"Mauchline, J. and J.D.M. Gordon",1984,"Occurrence and feeding of berycomorphid and percomorphid teleost fish in the Rockall Trough.","J. Cons. Int. Explor. Mer. 41:239-247.",NA,NA,NA,NA,NA
"2822",44330,"Barreiros, J.P., R.S. Santos and A.E. de Borba",2002,"Food habits, schooling and predatory behaviour of the yellowmouth barracuda, <i>Sphyraena viridensis</i>(Perciformes: Sphyraenidae) in the Azores.","Cybium 26(2):83-88.",NA,NA,NA,NA,NA
"2823",27041,"Mytilineou, C.",1987,"Contribution to the biology of the blotched pickerel <i>Spicara flexuosa</i> (Rafinesque 1810) in the Patraikos Gulf.","MSc. Thesis, University of Athens. (In Hellenic).",27030,NA,NA,NA,NA
"2824",7081,"Tsangridis, A. and N. Filippousis",1992,"Growth pattern of picarel, <i>Spicara smaris</i> (L.) (Centrarchidae), a protogynous species.","Cybium 16(3):233-243.",NA,NA,NA,NA,NA
"2825",30822,"Gon<e7>alves, J.M.S. and K. Erzini",1998,"Feeding habits of the two-banded sea bream (<i>Diplodus vulgaris</i>) and the black sea bream (<i>Spondyliosoma cantharus</i>) (Sparidae) from the south-west coast of Portugal.","Cybium 22(3):245-254.",NA,NA,NA,NA,NA
"2826",13803,"Hopkins, T.L. and R.C. Baird",1985,"Feeding ecology of four hatchetfishes (Sternoptychidae) in the eastern Gulf of Mexico.","Bull. Mar. Sci. 36(2):260-277.",NA,NA,NA,NA,NA
"2827",26637,"Watson, R.E.",1995,"Gobies of the genus <i>Stiphodon</i> from French Polynesia, with descriptions of two new species (Teleostei: Gobiidae: Sicydiinae).","Ichthyol. Explor. Freshwat. 6(1):33-48.",NA,NA,NA,NA,NA
"2828",41893,"Bell, J.D. and M.L. Harmelin-Vivien",1983,"Fish fauna of French Mediterranean Posidonia oceanica seagrass meadows. 2. Feeding habits.","Tethys 11, 1-14.",NA,NA,NA,NA,NA
"2829",51343,"Houston, K.A. and R.L. Haedrich",1986,"Food habits and intestinal parasites of deep demersal fishes from the upper continental slope east of Newfoundland, northwest Atlantic Ocean.","Mar. Biol. 92:563-574.",NA,NA,NA,NA,NA
"2830",6941,"Davis, W.P and R. Fricke",1990,"Callionymidae.","p. 921-924. In J.C. Quero, J.C. Hureau, C. Karrer, A. Post and L. Saldanha (eds.) Check-list of the fishes of the eastern tropical Atlantic (CLOFETA). JNICT, Lisbon, SEI, Paris; and UNESCO, Paris. Vol. 2.",NA,NA,NA,NA,NA
"2831",12568,"Teixeira, R.L. and J.A. Musick",1995,"Trophic ecology of two congeneric pipefishes (Syngnathidae) of the lower York River, Virginia.","Environ. Biol. Fish. 43(3):295-309.",NA,NA,NA,NA,NA
"2832",13868,"Willoughby, N.G.",1974,"The ecology of the genus <i>Synodontis</i> (Pisces: Siluriodei) in Lake Kainji, Nigeria.","p. 160-162. In N.G. Willoughby. University of Southampton, UK . 288 p. Ph.D. dissertation.",31148,NA,NA,NA,NA
"2833",4380,"Walczak, P.S.",1982,"Feeding habits and daily food consumption rates of the major pelagic fish species of Lake Malawi.","A report prepared for the Fishery Expansion Project. FI:DP/MLW/75/019. Field Doc. 25.",NA,NA,NA,NA,NA
"2834",9818,"Russell, B.C. and R.F. Cressey",1979,"Three new species of Indo-west Pacific lizardfish (Synodontidae).","Proc. Biol. Soc. Wash. 92(1):166-175.",NA,NA,NA,NA,NA
"2835",46484,"Takita, T. and S. Intong",1991,"Ecological studies on young puffers <i>Takifugu rubripes</i> and <i>T. xanthopterus</i> in Ariake Sound.","Nippon Suisan Gakkaishi 57(10):1883-1889.",NA,NA,NA,NA,NA
"2836",3576,"Haedrich, R.L.",1981,"Bramidae.","In W. Fischer, G. Bianchi and W.B. Scott (eds.) FAO species identification sheets for fishery purposes. Eastern Central Atlantic (fishing areas 34, 47 (in part) . Vol. 1.",NA,NA,NA,NA,NA
"2837",32796,"Pepin, P. and R.W. Penney",1997,"Patterns of prey size and taxonomic composition in larval fish: are there general size-dependent models?","J. Fish Biol. 51(Suppl.A):84-100.",NA,NA,NA,NA,NA
"2838",36301,"Francini-Filho, R.B., R.L. Moura and I. Sazima",2000,"Cleaning by the wrasse, <i>Thalassoma noronhanum</i>, with two records of predation by its grouper client <i>Cephalopholis fulva</i>.","J. Fish Biol. 56(4):802-809.",NA,NA,NA,NA,NA
"2839",7354,"Drake, A. and L. Wilson",1991,"Eulachon, a fish to cure humanity.","UBC Museum of Anthropology, Museum Note No. 32, 37 p., University of British Columbia, Canada.",NA,NA,NA,NA,NA
"2840",55455,"Baeck, G.W. and S.-H. Huh",2004,"Feeding habits of brown barracuda (<i>Sphyraena pinguis</i>, Teleostei) in the coastal waters of Gadeok-do, Korea.","J. Korean Fish. Soc. 36(6):505-510.",NA,NA,NA,NA,NA
"2841",6364,"Seppovaara, O.",1982,"Harjuksen (<i>Thymallus thymallus</i> L.) levinneisyys, biologia, kalastus ja hoitotoimet Suomessa. (English summary: Distribution, biology, fishery and management of the grayling in Finland.).","Riista-ja kalatalouden tutkimuslaitos. Monistettuja julkaisuja No. 5. 88 s. Helsinki. Finland. (Publication of the Finnish Game and Fisheries Research Institute). (in Finnish).",NA,NA,NA,NA,NA
"2842",6392,"Palmer, G.",1986,"Trachipteridae.","p. 729-732. In P.J.P. Whitehead, M.-L. Bauchot, J.-C. Hureau, J. Nielsen and E. Tortonese (eds.) Fishes of the north-eastern Atlantic and the Mediterranean. UNESCO, Paris. Vol. 2.",NA,NA,NA,NA,NA
"2843",27002,"Fugi, R., N.S. Hahn and A.A. Agostinho",1996,"Feeding styles of five species of bottom-feeding fishes of the high Paran<e1> River.","Environ. Biol. Fish. 46(3):297-307.",NA,NA,NA,NA,NA
"2844",45168,"Brueggeman, P.",2000,"Underwater field guide to Ross Island and McMurdo Sound, Antarctica: Chordata: vertebrates, ascidians.","Version 10. 4 December 2000.",NA,NA,NA,NA,NA
"2845",26616,"Ruiz, V.H. and T.M. Berra",1994,"Fishes of the high Biobio River of south-central Chile with notes on diet and speculations on the origin of the ichthyofauna.","Ichthyol. Explor. Freshwat. 5(1):5-18.",NA,NA,NA,NA,NA
"2846",9076,"Albert, O.T.",1994,"Biology and ecology of Norway pout (<i>Trisopterus esmarki</i> Nilsson, 1855) in the Norwegian Deep.","ICES J. Mar. Sci. 51:45-61.",NA,NA,NA,NA,NA
"2847",13536,"Colgan, P and B. Silburt",1984,"Feeding behavior of the central mudminnow, <i>Umbra limi</i>, in the field and laboratory.","Environ. Biol. Fish. 10(3):209-214.",NA,NA,NA,NA,NA
"2848",34218,"Chakroun, N. and M.H. Ktari",1981,"Diet of the Sciaenidae (Fishes Teleosteans) of the Tunis Bay.","Bull. Inst. Natl. Sci. Tech. Oceanogr. Peche Salammbo. 8:69-80.",NA,NA,NA,NA,NA
"2849",12073,"Lee, C.K.C.",1973,"The feeding of <i>Upeneus moluccensis</i> (Bleeker) on fishing grounds near Hong Kong.","Hong Kong Fish. Bull. No. 3:47-53.",NA,NA,NA,NA,NA
"2850",3792,"Vergara, R. and J.E. Randall",1978,"Mullidae.","In W. Fischer (ed.) FAO species identification sheets for fishery purposes. Western Central Atlantic (Fishing Area 31). Vol. 3. pag.var.",NA,NA,NA,NA,NA
"2851",41925,"Golani, D.",1994,"Niche separation between colonizing and indigenous goatfish (Mullidae) along the Mediterranean Coast of Israel.","J. Fish Biol. 45:503-513.",41926,NA,NA,NA,NA
"2852",34220,"Mora, O. and W. Pintos",1980,"Feeding spectrum of <i>Urophycis brasiliensis</i> (Kaup 1858) (Pisces, Gadidae).","Bol. Inst. Oceanogr. Sao Paulo 29(2):239-243.",NA,NA,NA,NA,NA
"2853",2830,"Thomson, J.M.",1984,"Mugilidae.","In W. Fischer and G. Bianchi (eds.) FAO species identification sheets for fishery purposes. Western Indian Ocean (Fishing Area 51). volume 3. [pag. var.]. FAO, Rome.",NA,NA,NA,NA,NA
"2854",34105,"Clark, E., M.J. Stoll, T.K. Alburn and R. Petzold",2000,"Mound-building and feeding behavior of the twostripe goby, <i>Valenciennea helsdingenii</i>, in the south Red Sea.","Environ. Biol. Fish. 57:131-141.",NA,NA,NA,NA,NA
"2855",8527,"Hoese, D.F. and H.K. Larson",1994,"Revision of the Indo-Pacific gobiid fish genus <i>Valenciennea</i>, with descriptions of seven new species.","Indo-Pac. Fish. (23):71 p.",NA,NA,NA,NA,NA
"2856",4736,"Markle, D.F. and J.-C. Qu<e9>ro",1984,"Alepocephalidae (including Bathylaconidae, Bathyprionidae).","p. 228-253. In P.J.P. Whitehead, M.-L. Bauchot, J.-C. Hureau, J. Nielsen and E. Tortonese (eds.) Fishes of the North-eastern Atlantic and the Mediterranean. UNESCO, Paris. Vol. 1.",NA,NA,NA,NA,NA
